UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL
HS201145-EP05,0,0,0
HS201145-EP06,0,0,0
HS201145-EP07,0,0,0
HS201145-FI01,0,0,0
HS201145-FI02,0,0,0
HS201145-FI03,0,0,0
HS201145-FI04,0,0,0
HS201145-FI05,0,0,0
HS201145-FI06,0,0,0
HS201145-FI07,0,0,0
HS201145-H01,1,0,1
HS201145-H02,0,0,0
HS201145-H03,0,0,0
HS201145-H04,0,0,0
HS201145-H05,0,0,0
HS201145-H06,0,0,0
HS201145-IBC01,5,0,5
HS201145-IBC02,0,0,0
HS201145-IBC03,0,0,0
HS201145-IBC04,2,0,2
HS201145-IBC05,0,0,0
HS201145-IBC06,1,0,1
HS201145-IBC07,2,0,2
HS201145-IBC08,0,0,0
HS201145-IBC09,1,0,1
HS201145-IBC10,0,0,0
HS201145-IBC11,0,0,0
HS201145-IBC12,8,0,8
HS201145-IBC13,0,0,0
HS201145-IBC14,1,0,1
HS201145-IBC15,0,0,0
HS201145-IBC16,0,0,0
HS201145-IBC17,0,0,0
HS201145-IBC18,0,0,0
HS201145-IBC19,0,0,0
HS201145-IBC20,9,0,9
HS201145-IBC21,4,0,4
HS201145-IBC22,1,0,1
HS201145-IBC23,1,0,1
HS201145-IBC24,0,0,0
HS201145-IBC25,12,0,12
HS201145-IBC26,6,1,7
HS201145-IBC27,0,0,0
HS201145-IBC28,0,0,0
HS201145-ISEA01,3,0,3
HS201145-ISEA02,31,1,32
HS201145-ISEA03,5,1,6
HS201145-ISEA04,6,1,7
HS201145-ISEA05,11,1,12
HS201145-ISEA06,14,1,15
HS201145-ISEA07,17,0,17
HS201145-ISEA08,9,0,9
HS201145-ISEA09,21,1,22
HS201145-ISEA10,6,0,6
HS201145-IVI01,2,0,2
HS201145-IVI02,61,0,61
HS201145-IVI03,120,0,120
HS201145-IVI04,30,0,30
HS201145-IVI05,73,0,73
HS201145-IVI06,105,0,105
HS201145-IVI07,19,0,19
HS201145-IVI08,1,1,2
HS201145-IVI09,3,0,3
HS201145-IVI10,6,0,6
HS201145-IVI11,3,0,3
HS201145-IVI12,18,0,18
HS201145-IVI13,64,0,64
HS201145-IVI14,24,0,24
HS201145-IVI15,0,0,0
HS201145-IVI16,0,0,0
HS201145-IVI17,1,0,1
HS201145-IVI18,2,0,2
HS201145-IVI19,7,0,7
HS201145-IVI20,35,0,35
HS201145-IVI21,0,0,0
HS201145-IVI22,2,0,2
HS201145-IVI23,1,0,1
HS201145-IVI24,1,0,1
HS201145-IVI25,65,0,65
HS201145-IVI26,1,0,1
HS201145-IVI27,83,0,83
HS201145-JF01,45,0,45
HS201145-JF03,10,9,19
HS201145-JF04,46,4,50
HS201145-JF05,2,0,2
HS201145-JF06,91,2,93
HS201145-JS01,14,0,14
HS201145-JS02,10,0,10
HS201145-JS04,8,0,8
HS201145-QCSD01,0,0,0
HS201145-QCSD02,0,0,0
HS201145-QCSD03,1,0,1
HS201145-QCSD04,0,0,0
HS201145-QCSD05,0,0,0
HS201145-QCSD06,1,0,1
HS201145-QCST01,0,0,0
HS201145-QCST02,0,0,0
HS201145-QCST03,0,0,0
HS201145-QCST04,0,0,0
HS201145-QCST05,0,0,0
HS201145-QCST06,1,0,1
HS201145-QCST07,0,0,0
HS201145-T01,0,0,0
HS201145-T02,0,0,0
HS201145-T03,0,0,0
HS201145-T04,0,0,0
HS201145-T05,0,0,0
HS201145-T06,0,0,0
HS201145-T07,1,0,1
HS201145-VI01,0,0,0
HS201145-VI02,0,0,0
HS201145-VI03,0,0,0
HS201145-VI04,6,0,6
HS201145-VI05,1,0,1
HS201145-VI06,1,0,1
HS201145-VI07,0,0,0
HS201145-VI08,0,0,0
HS201145-VI09,0,0,0
HS201145-VI10,0,0,0
HS201145-VI11,0,0,0
HS201145-VI12,0,0,0
HS201145-VI13,0,0,0
HS201145-VI14,5,0,5
HS201145-VI15,0,0,0
HS201145-VI16,0,0,0
HS201145-VI17,0,0,0
HS201145-VI18,0,0,0
HS201145-VI19,0,0,0
HS201145-VI20,0,0,0
HS201145-VI21,28,0,28
HS201145-VI22,2,0,2
HS201145-VI23,0,0,0
HS201145-VI24,1,0,1
HS201145-VI25,0,0,0
HS201145-VI26,6,0,6
HS201145-VI28,1,0,1
HS201203-EP01,0,0,0
HS201203-EP02,0,0,0
HS201203-EP03,1,0,1
HS201203-EP04,0,0,0
HS201203-EP05,0,0,0
HS201203-EP06,0,0,0
HS201203-EP07,0,0,0
HS201203-IVI01,6,0,6
HS201203-IVI02,6,0,6
HS201203-IVI03,0,0,0
HS201203-IVI04,0,0,0
HS201203-IVI05,0,0,0
HS201203-IVI06,0,0,0
HS201203-IVI07,0,0,0
HS201203-IVI08,9,0,9
HS201203-IVI09,0,0,0
HS201203-IVI10,2,0,2
HS201203-IVI11,3,0,3
HS201203-IVI13,16,0,16
HS201203-IVI14,4,0,4
HS201203-IVI15,1,0,1
HS201203-IVI16,0,0,0
HS201203-IVI17,0,0,0
HS201203-IVI18,17,0,17
HS201203-IVI19,3,0,3
HS201203-IVI20,0,0,0
HS201203-IVI21,0,2,2
HS201203-JF01,0,0,0
HS201203-JF02,7,0,7
HS201203-JF03,4,0,4
HS201203-JF04,24,1,25
HS201203-JF05,12,0,12
HS201203-JF06,29,7,36
HS201203-QCSD01,4,0,4
HS201203-QCSD02,5,0,5
HS201203-QCSD03,0,0,0
HS201203-QCST01,2,0,2
HS201203-QCST02,0,0,0
HS201203-QCST03,0,0,0
HS201203-QCST04,0,0,0
HS201203-QCST05,0,0,0
HS201203-QCST06,0,0,0
HS201203-QCST07,0,0,0
HS201203-VI01,1,0,1
HS201203-VI02,5,0,5
HS201203-VI03,1,0,1
HS201203-VI04,0,0,0
HS201203-VI05,0,0,0
HS201203-VI06,0,0,0
HS201203-VI07,0,0,0
HS201203-VI08,0,0,0
HS201203-VI09,0,0,0
HS201203-VI10,0,0,0
HS201203-VI11,0,0,0
HS201203-VI12,17,0,17
HS201250-DE01,0,0,0
HS201250-DE02,1,0,1
HS201250-DE03,0,0,0
HS201250-DE04,0,0,0
HS201250-DE05,0,0,0
HS201250-DE06,0,0,0
HS201250-DT01,0,2,2
HS201250-DT02,0,0,0
HS201250-DT03,1,1,2
HS201250-DT04,0,0,0
HS201250-EP01,37,0,37
HS201250-EP02,30,0,30
HS201250-EP03,14,3,17
HS201250-EP04,4,1,5
HS201250-EP05,4,0,4
HS201250-EP06,0,0,0
HS201250-EP07,0,0,0
HS201250-H01,0,0,0
HS201250-H02,0,0,0
HS201250-H03,1,0,1
HS201250-H04,6,0,6
HS201250-H05,1,0,1
HS201250-H06,6,0,6
HS201250-H07,15,0,15
HS201250-HS01,3,0,3
HS201250-HS02,1,1,2
HS201250-HS03,0,0,0
HS201250-HS04,0,1,1
HS201250-IBC01,2,0,2
HS201250-IBC02,2,1,3
HS201250-IBC03,0,0,0
HS201250-IBC04,2,0,2
HS201250-IBC05,1,6,7
HS201250-IBC06,0,1,1
HS201250-IBC07,1,0,1
HS201250-IBC08,0,0,0
HS201250-IBC09,0,1,1
HS201250-IBC10,6,0,6
HS201250-IBC11,0,0,0
HS201250-IBC12,0,1,1
HS201250-IBC13,1,0,1
HS201250-IVI01,0,5,5
HS201250-IVI02,1,2,3
HS201250-IVI03,0,0,0
HS201250-IVI04,0,4,4
HS201250-IVI05,0,0,0
HS201250-IVI06,0,0,0
HS201250-IVI07,0,0,0
HS201250-IVI08,1,0,1
HS201250-IVI09,3,2,5
HS201250-IVI10,0,2,2
HS201250-IVI11,0,0,0
HS201250-IVI12,1,1,2
HS201250-JF01,11,44,55
HS201250-JF02,7,29,36
HS201250-JF03,6,20,26
HS201250-JF04,17,19,36
HS201250-JF05,2,3,5
HS201250-JF06,43,161,204
HS201250-JS01,0,0,0
HS201250-JS02,1,0,1
HS201250-JS03,0,0,0
HS201250-JS04,0,0,0
HS201250-JS05,0,0,0
HS201250-JS06,3,0,3
HS201250-QCI01,0,1,1
HS201250-QCI02,2,5,7
HS201250-QCI03,20,3,23
HS201250-QCI04,9,1,10
HS201250-QCI05,0,1,1
HS201250-QCI06,1,0,1
HS201250-QCI07,0,0,0
HS201250-QCI08,9,1,10
HS201250-QCI09,61,1,62
HS201250-QCI10,132,0,132
HS201250-QCI11,45,1,46
HS201250-QCI12,347,1,348
HS201250-QCI13,13,1,14
HS201250-QCI14,12,0,12
HS201250-QCSD02,0,0,0
HS201250-QCSD03,0,0,0
HS201250-QCSD04,0,0,0
HS201250-QCSD05,0,0,0
HS201250-QCSD06,0,0,0
HS201250-QCSD07,0,0,0
HS201250-QCSD08,0,0,0
HS201250-QCSD09,0,0,0
HS201250-QCSD10,1,1,2
HS201250-QCSD11,0,0,0
HS201250-QCST01,0,0,0
HS201250-QCST02,0,0,0
HS201250-QCST03,0,0,0
HS201250-QCST04,1,0,1
HS201250-QCST05,0,0,0
HS201250-QCST06,3,0,3
HS201250-QCST07,0,0,0
HS201250-QCST08,0,0,0
HS201250-QCST09,0,0,0
HS201250-QCST10,1,0,1
HS201250-QCST11,0,0,0
HS201250-QCST12,0,0,0
HS201250-QCST13,0,0,0
HS201250-QCST14,2,0,2
HS201250-QCST15,0,0,0
HS201250-QCST16,0,0,0
HS201250-QCST17,0,0,0
HS201250-QCST18,1,1,2
HS201250-T01,0,0,0
HS201250-T02,0,0,0
HS201250-T03,1,2,3
HS201250-T04,6,0,6
HS201250-T05,8,0,8
HS201250-T06,2,0,2
HS201250-T07,0,0,0
HS201250-VI01,1,3,4
HS201250-VI02,15,42,57
HS201250-VI03,12,20,32
HS201250-VI04,6,0,6
HS201250-VI05,4,0,4
HS201250-VI06,25,4,29
HS201250-VI07,0,2,2
HS201250-VI08,0,0,0
HS201250-VI09,0,0,0
HS201250-VI10,21,0,21
HS201250-VI11,0,0,0
HS201250-VI12,26,10,36
HS201250-VI13,59,9,68
HS201250-VI14,0,0,0
HS201250-VI15,25,12,37
HS201250-VI16,11,1,12
HS201250-VI17,11,0,11
HS201250-VI18,0,0,0
HS201250-VI19,7,24,31
HS201250-VI20,6,6,12
HS201250-VI21,2,2,4
HS201250-VI22,4,0,4
HS201267-DC01,1,0,1
HS201267-DC03,0,0,0
HS201267-DC04,9,0,9
HS201267-DC06,0,0,0
HS201267-DC08,1,0,1
HS201267-DC10,0,0,0
HS201267-DC12,2,0,2
HS201267-DC14,3,0,3
HS201267-DC15,0,0,0
HS201267-DC17,0,0,0
HS201267-DC19,0,0,0
HS201267-DC21,0,0,0
HS201267-DC23,0,0,0
HS201267-DC25,7,0,7
HS201267-DC27,3,0,3
HS201267-DC29,0,0,0
HS201267-DC31,1,0,1
HS201267-DC33,2,0,2
HS201267-DC35,0,0,0
HS201267-EP01,0,0,0
HS201267-EP02,0,0,0
HS201267-EP03,0,0,0
HS201267-EP04,0,0,0
HS201267-EP05,0,0,0
HS201267-EP06,0,0,0
HS201267-EP07,0,0,0
HS201267-GS01,0,0,0
HS201267-GS02,0,0,0
HS201267-GS03,0,0,0
HS201267-GS04,0,0,0
HS201267-GS05,0,0,0
HS201267-GS06,1,0,1
HS201267-IVI01,5,0,5
HS201267-IVI02,31,3,34
HS201267-IVI03,5,0,5
HS201267-IVI04,19,0,19
HS201267-IVI05,1,0,1
HS201267-IVI06,10,2,12
HS201267-JF05,0,0,0
HS201267-JF06,0,0,0
HS201267-JS01,0,0,0
HS201267-JS02,9,0,9
HS201267-JS03,3,0,3
HS201267-JS04,5,0,5
HS201267-JS05,2,0,2
HS201267-JS06,1,0,1
HS201267-JS07,0,0,0
HS201267-JS08,6,0,6
HS201267-QCST01,3,2,5
HS201267-QCST02,0,0,0
HS201267-QCST03,0,0,0
HS201267-QCST04,0,0,0
HS201267-QCST05,0,0,0
HS201267-QCST06,2,0,2
HS201267-QCST07,5,4,9
HS201267-QCST08,0,0,0
HS201267-QCST09,0,0,0
HS201267-QCST10,0,0,0
HS201267-QCST11,0,0,0
HS201267-QCST12,3,0,3
HS201267-QCST13,7,0,7
HS201267-QCST14,0,0,0
HS201267-QCST15,3,0,3
HS201267-QCST16,1,1,2
HS201267-QCST17,2,0,2
HS201267-QCST18,2,0,2
HS201267-T01,0,0,0
HS201267-T02,0,0,0
HS201267-T03,0,0,0
HS201267-T04,0,0,0
HS201267-T05,0,0,0
HS201267-T06,0,0,0
HS201267-T07,0,0,0
HS201267-T08,0,0,0
HS201267-VI01,0,0,0
HS201267-VI02,0,0,0
HS201267-VI03,1,11,12
HS201267-VI04,3,1,4
HS201267-VI05,0,0,0
HS201267-VI06,0,0,0
HS201267-VI07,0,0,0
HS201267-VI08,0,0,0
HS201267-VI09,0,0,0
HS201267-VI10,0,0,0
HS201267-VI11,0,0,0
HS201267-VI12,1,0,1
HS201267-VI13,0,0,0
HS201267-VI14,1,0,1
HS201267-VI15,3,0,3
HS201267-VI16,1,0,1
HS201267-VI17,0,0,0
HS201310-QCST09,0,0,0
HS201310-QCST10,1,0,1
HS201310-QCST11,4,0,4
HS201310-QCST12,0,0,0
HS201310-QCST13,3,0,3
HS201310-QCST14,0,0,0
HS201310-QCST15,0,0,0
HS201310-QCST16,0,0,0
HS201310-T01,1,0,1
HS201310-T02,0,0,0
HS201310-T03,0,0,0
HS201310-T04,0,0,0
HS201310-GS01,0,0,0
HS201310-GS02,6,0,6
HS201310-GS03,4,0,4
HS201310-GS04,24,1,25
HS201310-GS05,0,0,0
HS201310-GS06,2,0,2
HS201310-GS07,6,0,6
HS201310-GS08,0,0,0
HS201310-GS09,0,0,0
HS201310-GS11,0,0,0
HS201310-GS12,0,0,0
HS201310-GS13,0,0,0
HS201310-GS14,0,0,0
HS201310-GS15,0,0,0
HS201310-GS16,0,0,0
HS201310-GS17,0,0,0
HS201310-GS18,0,0,0
HS201310-GS19,0,0,0
HS201310-GS20,0,0,0
HS201310-GS21,0,0,0
HS201310-IVI01,0,0,0
HS201310-IVI02,1,0,1
HS201310-IVI03,11,0,11
HS201310-IVI04,1,0,1
HS201310-IVI05,6,0,6
HS201310-IVI06,34,0,34
HS201310-IVI07,32,1,33
HS201310-IVI08,3,0,3
HS201310-IVI09,4,0,4
HS201310-IVI10,8,0,8
HS201310-IVI11,2,0,2
HS201310-IVI13,2,0,2
HS201310-IVI15,0,0,0
HS201310-IVI16,1,0,1
HS201310-IVI17,1,0,1
HS201310-IVI18,32,0,32
HS201310-IVI20,5,0,5
HS201310-IVI22,2,0,2
HS201310-IVI23,9,0,9
HS201310-IVI24,1,0,1
HS201310-IVI27,1,0,1
HS201310-IVI28,0,1,1
HS201310-IVI29,8,0,8
HS201310-IVI30,18,0,18
HS201310-IVI32,14,5,19
HS201310-JS01,0,0,0
HS201310-JS02,0,0,0
HS201310-JS03,1,0,1
HS201310-JS04,0,0,0
HS201310-JS05,0,0,0
HS201310-JS06,0,0,0
HS201310-JS07,0,0,0
HS201310-JS08,0,0,0
HS201310-QCST01,0,0,0
HS201310-QCST02,0,0,0
HS201310-QCST03,1,0,1
HS201310-QCST04,0,0,0
HS201310-QCST05,0,0,0
HS201310-QCST06,0,0,0
HS201310-QCST07,0,0,0
HS201310-QCST08,0,0,0
HS201343-EP01,7,29,36
HS201343-EP02,0,7,7
HS201343-EP03,10,6,16
HS201343-EP04,0,0,0
HS201343-EP05,2,1,3
HS201343-EP06,0,0,0
HS201343-EP07,0,0,0
HS201343-IVI01,43,22,65
HS201343-IVI02,2,6,8
HS201343-IVI03,0,0,0
HS201343-IVI04,1,1,2
HS201343-IVI05,0,4,4
HS201343-IVI06,0,1,1
HS201343-JF01,1,0,1
HS201343-JF02,3,8,11
HS201343-JF03,1,0,1
HS201343-JF04,6,41,47
HS201343-JF05,0,6,6
HS201343-JF06,4,30,34
HS201343-JS02,1,0,1
HS201343-JS03,1,0,1
HS201343-JS04,0,0,0
HS201343-JS05,2,1,3
HS201343-QCST01,1,16,17
HS201343-QCST02,0,0,0
HS201343-QCST03,1,1,2
HS201343-QCST04,0,1,1
HS201343-QCST05,2,2,4
HS201343-QCST06,0,0,0
HS201343-QCST07,1,0,1
HS201343-T02,0,1,1
HS201343-T03,0,0,0
HS201343-T04,0,1,1
HS201343-T05,0,0,0
HS201343-T06,0,1,1
HS201343-T07,0,0,0
HS201343-T08,0,0,0
HS201343-VI01,7,18,25
HS201343-VI02,0,3,3
HS201343-VI03,0,19,19
HS201343-VI04,0,16,16
HS201343-VI05,0,14,14
HS201343-VI06,0,4,4
HS201343-VI07,0,2,2
HS201343-VI08,3,11,14
HS201343-VI09,0,0,0
HS201343-VI10,2,1,3
HS201343-VI11,1,0,1
HS201343-VI12,9,7,16
HS201343-VI13,0,2,2
HS201343-VI14,0,0,0
HS201343-VI15,0,2,2
HS201343-VI16,4,2,6
HS201343-VI17,6,6,12
HS201343-VI18,0,2,2
HS201343-VI19,0,1,1
HS201365-DI01,5,0,5
HS201365-DI02,4,0,4
HS201365-DI03,5,0,5
HS201365-DI04,0,0,0
HS201365-DI05,1,0,1
HS201365-DI06,0,0,0
HS201365-DI07,1,0,1
HS201365-DI08,0,0,0
HS201365-EP01,8,0,8
HS201365-EP02,1,0,1
HS201365-EP03,1,0,1
HS201365-EP04,0,0,0
HS201365-EP05,0,0,0
HS201365-EP06,0,0,0
HS201365-EP07,0,0,0
HS201365-IVI01,10,0,10
HS201365-IVI02,10,0,10
HS201365-IVI03,57,0,57
HS201365-IVI04,28,0,28
HS201365-JF01,6,0,6
HS201365-JF02,0,0,0
HS201365-JF03,26,0,26
HS201365-JF04,1,0,1
HS201365-JF05,4,0,4
HS201365-JF06,4,0,4
HS201365-JS01,6,0,6
HS201365-JS02,6,1,7
HS201365-JS03,8,0,8
HS201365-JS04,5,0,5
HS201365-JS05,0,0,0
HS201365-JS06,0,0,0
HS201365-JS07,3,0,3
HS201365-JS08,0,0,0
HS201365-JS09,1,0,1
HS201365-JS10,0,0,0
HS201365-JS11,0,0,0
HS201365-JS12,1,0,1
HS201365-JS13,3,0,3
HS201365-JS14,0,0,0
HS201365-JS15,2,1,3
HS201365-JS16,0,0,0
HS201365-JS17,0,1,1
HS201365-JS18,1,0,1
HS201365-JS19,1,0,1
HS201365-JS20,1,0,1
HS201365-QCSD01,5,0,5
HS201365-QCSD02,1,0,1
HS201365-QCST02,0,0,0
HS201365-QCST03,0,0,0
HS201365-QCST04,1,0,1
HS201365-QCST05,5,0,5
HS201365-QCST06,3,0,3
HS201365-QCST07,0,0,0
HS201365-QCST08,0,0,0
HS201365-QCST09,2,0,2
HS201365-QCST10,0,0,0
HS201365-QCST11,0,0,0
HS201365-QCST12,0,1,1
HS201365-QCST13,14,0,14
HS201365-QCST14,3,0,3
HS201365-QCST15,4,0,4
HS201365-QCST16,1,0,1
HS201365-QCST17,0,0,0
HS201365-QCST18,0,0,0
HS201365-QCST19,2,0,2
HS201365-QCST20,2,1,3
HS201365-QCST21,0,1,1
HS201365-QCST22,4,0,4
HS201365-QCST23,2,0,2
HS201365-QCST24,1,0,1
HS201365-QCST25,0,0,0
HS201365-QCST26,2,0,2
HS201365-QCST27,4,0,4
HS201365-QCST28,1,0,1
HS201365-QCST29,6,0,6
HS201365-QCST30,4,0,4
HS201365-VI01,55,0,55
HS201365-VI02,3,0,3
HS201365-VI03,2,0,2
HS201365-VI04,1,0,1
HS201365-VI05,0,0,0
HS201365-VI06,15,0,15
HS201365-VI07,5,0,5
HS201365-VI08,0,0,0
HS201365-VI09,0,0,0
HS201365-VI10,0,0,0
HS201365-VI11,0,0,0
HS201365-VI12,6,0,6
HS201365-VI13,42,0,42
HS201365-VI14,18,0,18
HS201365-VI15,14,0,14
HS201365-VI16,23,0,23
HS201365-VI17,16,0,16
HS201365-VI18,8,0,8
HS201365-VI19,0,0,0
HS201365-VI20,0,0,0
HS201365-VI21,0,0,0
HS201365-VI22,0,0,0
HS201365-VI23,4,0,4
HS201416-DI01,0,0,0
HS201416-DI02,0,0,0
HS201416-DI03,0,0,0
HS201416-DI04,0,0,0
HS201416-DI05,0,0,0
HS201416-DI06,0,0,0
HS201416-DI07,0,0,0
HS201416-DI08,1,0,1
HS201416-DI09,0,0,0
HS201416-DI10,0,0,0
HS201416-DI11,0,0,0
HS201416-DI12,0,0,0
HS201416-DI13,0,0,0
HS201416-DI14,0,0,0
HS201416-DI15,14,0,14
HS201416-DI16,0,0,0
HS201416-DI17,1,0,1
HS201416-DI18,0,0,0
HS201416-DI19,1,0,1
HS201416-DI20,0,0,0
HS201416-DI21,0,0,0
HS201416-DI22,0,0,0
HS201416-DI23,1,0,1
HS201416-GI01,1,0,1
HS201416-GI02,0,1,1
HS201416-GI03,6,2,8
HS201416-GI04,1,0,1
HS201416-GI05,4,0,4
HS201416-GI06,2,0,2
HS201416-GI07,0,1,1
HS201416-GI08,0,0,0
HS201416-GI09,0,0,0
HS201416-GI10,0,0,0
HS201416-GS01,0,0,0
HS201416-GS02,0,0,0
HS201416-GS03,2,0,2
HS201416-GS04,0,0,0
HS201416-GS05,0,0,0
HS201416-GS06,0,0,0
HS201416-GS07,0,0,0
HS201416-GS08,0,0,0
HS201416-GS09,0,0,0
HS201416-GS10,0,0,0
HS201416-GS11,0,0,0
HS201416-GS12,0,0,0
HS201416-GS13,0,1,1
HS201416-GS14,0,0,0
HS201416-GS15,0,0,0
HS201416-GS16,1,0,1
HS201416-GS17,0,0,0
HS201416-GS18,0,0,0
HS201416-GS19,0,0,0
HS201416-GS20,0,0,0
HS201416-GS21,0,0,0
HS201416-GS22,0,0,0
HS201416-GS23,0,0,0
HS201416-GS24,0,0,0
HS201416-GS25,0,0,0
HS201416-GS26,0,0,0
HS201416-GS27,0,0,0
HS201416-GS28,0,0,0
HS201416-GS29,0,0,0
HS201416-GS30,0,0,0
HS201416-GS31,0,0,0
HS201416-GS32,0,0,0
HS201416-GS33,0,0,0
HS201416-GS34,0,0,0
HS201416-GS35,0,2,2
HS201416-GS36,0,0,0
HS201416-GS37,1,0,1
HS201416-GS38,0,0,0
HS201416-GS39,0,0,0
HS201416-GS40,0,0,0
HS201416-GS41,0,0,0
HS201416-GS42,0,0,0
HS201416-GS43,0,0,0
HS201416-GS44,0,0,0
HS201416-GS45,37,0,37
HS201416-GS46,1,0,1
HS201416-GS47,0,0,0
HS201416-GS48,0,0,0
HS201416-GS49,0,0,0
HS201416-GS50,0,0,0
HS201416-GS51,0,0,0
HS201416-GS52,1,0,1
HS201416-GS53,0,0,0
HS201416-GS54,0,0,0
HS201416-GS55,0,0,0
HS201416-GS56,0,0,0
HS201416-GS57,0,0,0
HS201416-GS58,0,0,0
HS201416-GS59,0,0,0
HS201416-GS60,0,0,0
HS201416-GS61,0,0,0
HS201416-GS62,0,0,0
HS201416-GS63,0,0,0
HS201416-JF01,0,0,0
HS201416-JF02,2,0,2
HS201416-JF03,0,0,0
HS201416-JF04,12,3,15
HS201416-JF05,10,8,18
HS201416-JF06,1,0,1
HS201416-JS01,3,1,4
HS201416-JS02,1,0,1
HS201416-JS03,1,0,1
HS201416-JS04,0,0,0
HS201416-JS05,0,0,0
HS201416-JS06,0,0,0
HS201416-JS07,0,1,1
HS201416-JS08,1,0,1
HS201436-H01,0,0,0
HS201436-H02,0,0,0
HS201436-H03,0,0,0
HS201436-H04,0,0,0
HS201436-H05,0,0,0
HS201436-H07,0,0,0
HS201436-IBC01,0,0,0
HS201436-IBC02,0,0,0
HS201436-IBC03,7,6,13
HS201436-IBC04,0,2,2
HS201436-IBC05,4,5,9
