UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL
HS201436-IBC06,0,1,1
HS201436-IBC07,5,0,5
HS201436-IBC08,23,4,27
HS201436-IBC09,5,0,5
HS201436-IBC10,7,3,10
HS201436-IBC11,1,1,2
HS201436-IBC12,0,0,0
HS201436-IBC13,3,2,5
HS201436-IBC14,12,0,12
HS201436-IBC15,2,4,6
HS201436-IBC16,0,6,6
HS201436-IBC17,0,0,0
HS201436-IBC18,0,0,0
HS201436-IBC19,13,7,20
HS201436-IBC20,3,0,3
HS201436-IBC21,1,0,1
HS201436-JS01,2,0,2
HS201436-JS02,6,0,6
HS201436-JS03,1,0,1
HS201436-JS04,1,0,1
HS201436-JS05,0,0,0
HS201436-JS06,0,0,0
HS201436-JS07,4,2,6
HS201436-JS08,0,0,0
HS201436-QCSD01,0,0,0
HS201436-QCSD02,0,0,0
HS201436-QCST01,2,0,2
HS201436-QCST02,2,0,2
HS201436-QCST03,1,1,2
HS201436-QCST04,1,0,1
HS201436-QCST05,0,0,0
HS201436-QCST06,0,0,0
HS201436-QCST07,0,0,0
HS201436-QCST08,0,0,0
HS201436-QCST09,0,0,0
HS201436-QCST10,0,0,0
HS201436-QCST11,0,0,0
HS201436-QCST12,0,0,0
HS201436-QCST13,0,0,0
HS201436-QCST14,0,0,0
HS201436-QCST15,3,9,12
HS201436-QCST16,0,0,0
HS201436-QCST17,7,0,7
HS201436-QCST18,0,0,0
HS201436-QCST19,0,0,0
HS201436-RI01,0,0,0
HS201436-RI02,0,0,0
HS201436-RI03,17,0,17
HS201436-RI04,17,1,18
HS201436-RI05,3,0,3
HS201436-RI06,15,1,16
HS201436-T01,0,1,1
HS201436-T02,0,0,0
HS201436-T03,0,0,0
HS201436-T04,0,0,0
HS201436-T05,0,0,0
HS201436-T06,0,0,0
HS201436-T07,0,0,0
HS201466-EP02,1,0,1
HS201466-EP03,0,0,0
HS201466-EP04,0,0,0
HS201466-EP05,0,0,0
HS201466-EP06,0,0,0
HS201466-EP07,0,0,0
HS201466-IBC01,4,0,4
HS201466-IBC02,3,0,3
HS201466-IBC03,7,0,7
HS201466-IBC04,1,0,1
HS201466-IBC05,2,0,2
HS201466-IBC06,2,0,2
HS201466-IBC07,2,0,2
HS201466-IVI01,44,0,44
HS201466-IVI02,18,0,18
HS201466-IVI03,3,0,3
HS201466-IVI04,2,0,2
HS201466-IVI05,0,0,0
HS201466-IVI06,16,0,16
HS201466-IVI07,86,0,86
HS201466-IVI08,4,0,4
HS201466-IVI09,33,0,33
HS201466-IVI10,28,0,28
HS201466-IVI11,4,3,7
HS201466-IVI12,0,0,0
HS201466-IVI13,0,0,0
HS201466-IVI14,15,0,15
HS201466-IVI15,21,0,21
HS201466-IVI16,24,2,26
HS201466-IVI17,10,3,13
HS201466-IVI18,3,6,9
HS201466-JF01,0,0,0
HS201466-JF02,1,2,3
HS201466-JF03,0,0,0
HS201466-JF05,2,0,2
HS201466-JF06,4,1,5
HS201466-JS01,2,0,2
HS201466-JS02,6,0,6
HS201466-JS03,0,0,0
HS201466-JS04,2,0,2
HS201466-JS05,0,0,0
HS201466-JS06,0,0,0
HS201466-JS07,0,0,0
HS201466-QCST01,0,0,0
HS201466-QCST02,6,2,8
HS201466-QCST03,2,0,2
HS201466-QCST04,0,0,0
HS201466-QCST05,0,0,0
HS201466-QCST06,0,0,0
HS201466-QCST07,1,0,1
HS201466-QCST08,0,0,0
HS201466-QCST09,0,0,0
HS201466-QCST10,0,0,0
HS201466-QCST11,0,0,0
HS201466-QCST12,2,0,2
HS201466-QCST13,0,0,0
HS201466-QCST14,6,0,6
HS201466-QCST15,0,0,0
HS201466-QCST16,0,0,0
HS201466-QCST17,0,0,0
HS201466-QCST18,0,0,0
HS201466-QCST19,2,0,2
HS201466-QCST20,2,0,2
HS201466-QCST21,0,0,0
HS201466-RI01,2,0,2
HS201466-RI02,4,0,4
HS201466-RI03,0,0,0
HS201466-RI04,1,0,1
HS201466-RI05,0,0,0
HS201466-T03,0,0,0
HS201466-T04,0,0,0
HS201466-T05,0,0,0
HS201466-T06,0,0,0
HS201466-T07,0,0,0
HS201466-T08,0,0,0
HS201466-VI01,0,0,0
HS201466-VI02,11,0,11
HS201466-VI03,8,0,8
HS201466-VI04,10,0,10
HS201466-VI05,4,0,4
HS201466-VI06,1,0,1
HS201466-VI07,4,0,4
HS201466-VI08,3,0,3
HS201466-VI09,4,1,5
HS201515-EP01,1,0,1
HS201515-EP02,1,2,3
HS201515-EP03,2,2,4
HS201515-EP04,0,0,0
HS201515-JF01,0,0,0
HS201515-JF02,2,1,3
HS201515-JF03,1,14,15
HS201515-JS01,0,0,0
HS201515-JS02,0,0,0
HS201515-JS03,0,0,0
HS201515-JS04,1,0,1
HS201515-JS05,0,0,0
HS201515-JS06,0,0,0
HS201515-QCST01,0,0,0
HS201515-QCST02,0,0,0
HS201515-QCST03,0,0,0
HS201515-QCST04,3,0,3
HS201515-QCST05,2,1,3
HS201515-QCST06,16,3,19
HS201515-T01,2,1,3
HS201515-T02,0,0,0
HS201515-T03,1,1,2
HS201515-T04,1,0,1
HS201515-T05,3,0,3
HS201515-T06,1,0,1
HS201515-T07,0,0,0
HS201515-VI01,0,1,1
HS201515-VI02,0,7,7
HS201515-VI03,0,1,1
HS201515-VI04,0,3,3
HS201515-VI05,1,1,2
HS201515-VI06,0,0,0
HS201515-VI07,0,4,4
HS201515-VI08,0,0,0
HS201515-VI09,0,1,1
HS201515-VI10,3,0,3
HS201515-VI11,4,1,5
HS201515-VI12,5,3,8
HS201515-VI13,1,0,1
HS201515-VI14,10,4,14
HS201515-VI15,2,0,2
HS201515-VI16,6,3,9
HS201515-VI17,0,1,1
HS201515-VI18,7,0,7
HS201515-VI19,6,1,7
HS201515-VI20,1,4,5
HS201515-VI21,0,0,0
HS201515-VI22,0,0,0
HS201515-VI23,0,0,0
HS201515-VI24,0,0,0
HS201515-VI25,5,1,6
HS201515-VI26,3,1,4
HS201515-VI27,1,1,2
HS201515-VI28,0,0,0
HS201556-BA01,3,0,3
HS201556-BA02,21,0,21
HS201556-BA03,0,0,0
HS201556-BA04,0,0,0
HS201556-BA05,1,0,1
HS201556-DI02,0,0,0
HS201556-DI03,1,0,1
HS201556-EP02,0,0,0
HS201556-EP03,0,0,0
HS201556-EP04,1,0,1
HS201556-EP05,0,0,0
HS201556-EP06,0,0,0
HS201556-EP07,0,0,0
HS201556-IBC01,1,0,1
HS201556-IBC02,1,0,1
HS201556-IBC03,2,0,2
HS201556-IBC04,0,0,0
HS201556-IBC05,0,0,0
HS201556-IBC06,0,0,0
HS201556-IBC07,20,1,21
HS201556-IVI01,1,0,1
HS201556-IVI02,2,0,2
HS201556-IVI03,5,0,5
HS201556-IVI04,1,0,1
HS201556-IVI05,4,0,4
HS201556-IVI06,1,0,1
HS201556-IVI07,2,0,2
HS201556-JF01,0,0,0
HS201556-JF02,27,0,27
HS201556-JF03,0,0,0
HS201556-JF04,38,1,39
HS201556-JF05,0,0,0
HS201556-JS01,0,0,0
HS201556-JS02,0,0,0
HS201556-KI01,0,0,0
HS201556-KI02,3,1,4
HS201556-LJS01,0,0,0
HS201556-LJS02,2,0,2
HS201556-LJS04,7,0,7
HS201556-LJS05,1,0,1
HS201556-LJS06,5,0,5
HS201556-LJS07,0,0,0
HS201556-LJS08,0,0,0
HS201556-QCSD01,3,0,3
HS201556-QCSD02,0,0,0
HS201556-QCSD03,0,0,0
HS201556-QCSD04,7,0,7
HS201556-QCSD05,7,0,7
HS201556-QCST01,0,0,0
HS201556-QCST02,0,0,0
HS201556-QCST03,0,0,0
HS201556-QCST04,3,0,3
HS201556-QCST05,0,0,0
HS201556-QCST06,0,0,0
HS201556-QCST07,0,0,0
HS201556-QCST08,0,0,0
HS201556-QCST09,0,0,0
HS201556-QCST10,0,0,0
HS201556-QCST11,2,0,2
HS201556-QCST12,1,0,1
HS201556-QCST13,0,0,0
HS201556-QCST14,6,0,6
HS201556-QCST15,0,0,0
HS201556-QCST16,3,0,3
HS201556-QCST17,1,0,1
HS201556-QCST18,0,0,0
HS201556-QCST19,0,1,1
HS201556-RI01,1,0,1
HS201556-RI02,5,0,5
HS201556-VI01,6,0,6
HS201556-VI02,3,0,3
HS201556-VI03,1,0,1
HS201556-VI04,0,0,0
HS201556-VI05,0,0,0
HS201556-VI06,0,0,0
HS201556-VI07,3,0,3
HS201556-VI08,4,1,5
HS201556-VI09,0,0,0
HS201556-VI10,2,0,2
HS201556-VI11,3,0,3
HS201556-VI12,19,1,20
HS201556-VI13,2,0,2
HS201556-VI14,0,0,0
HS201556-VI15,0,0,0
HS201556-VI16,2,0,2
HS201556-VI17,1,0,1
HS201556-VI18,10,0,10
HS201556-VI19,0,0,0
HS201556-VI20,6,0,6
HS201556-VI21,1,0,1
HS201556-VI22,23,0,23
HS201556-VI23,3,1,4
HS201556-VI24,0,0,0
HS201556-VI25,0,0,0
HS201556-VI26,0,0,0
HS201556-VI27,0,0,0
HS201640-EP01,7,0,7
HS201640-EP02,6,0,6
HS201640-EP03,3,0,3
HS201640-EP04,3,0,3
HS201640-EP05,3,0,3
HS201640-EP06,0,0,0
HS201640-IVI01,80,0,80
HS201640-IVI02,60,1,61
HS201640-IVI03,26,0,26
HS201640-IVI04,12,0,12
HS201640-IVI05,41,0,41
HS201640-IVI06,2,0,2
HS201640-IVI07,69,2,71
HS201640-IVI08,44,0,44
HS201640-IVI09,40,0,40
HS201640-IVI10,80,0,80
HS201640-IVI11,20,2,22
HS201640-IVI12,40,1,41
HS201640-JF01,64,0,64
HS201640-JF02,15,7,22
HS201640-JF03,42,0,42
HS201640-JF04,51,26,77
HS201640-QCST01,4,0,4
HS201640-QCST02,1,0,1
HS201640-QCST03,0,0,0
HS201640-QCST04,0,0,0
HS201640-QCST05,4,0,4
HS201640-VI01,62,1,63
HS201640-VI02,35,0,35
HS201640-VI03,51,2,53
HS201640-VI04,24,0,24
HS201640-VI05,25,0,25
HS201640-VI06,4,0,4
HS201640-VI07,5,0,5
HS201640-VI08,13,0,13
HS201640-VI09,1,0,1
HS201640-VI10,80,0,80
IPES2017-42-058,0,0,0
IPES2017-42-059,0,0,0
IPES2017-42-060,0,0,0
IPES2017-42-001,1,3,4
IPES2017-42-002,1,1,2
IPES2017-42-003,0,2,2
IPES2017-42-004,0,0,0
IPES2017-42-005,0,0,0
IPES2017-42-007,0,0,0
IPES2017-42-008,0,1,1
IPES2017-42-009,0,0,0
IPES2017-42-010,0,0,0
IPES2017-42-011,0,0,0
IPES2017-42-012,0,0,0
IPES2017-42-013,0,0,0
IPES2017-42-014,1,0,1
IPES2017-42-015,0,0,0
IPES2017-42-016,0,0,0
IPES2017-42-017,0,0,0
IPES2017-42-018,0,0,0
IPES2017-42-019,0,0,0
IPES2017-42-020,0,0,0
IPES2017-42-021,0,0,0
IPES2017-42-022,0,0,0
IPES2017-42-023,0,0,0
IPES2017-42-024,0,0,0
IPES2017-42-025,0,0,0
IPES2017-42-026,0,0,0
IPES2017-42-027,0,0,0
IPES2017-42-029,0,0,0
IPES2017-42-030,0,1,1
IPES2017-42-031,0,0,0
IPES2017-42-032,0,0,0
IPES2017-42-033,0,0,0
IPES2017-42-034,0,0,0
IPES2017-42-035,0,0,0
IPES2017-42-036,0,0,0
IPES2017-42-037,0,0,0
IPES2017-42-038,0,0,0
IPES2017-42-039,0,0,0
IPES2017-42-040,0,0,0
IPES2017-42-041,1,0,1
IPES2017-42-042,0,4,4
IPES2017-42-043,0,0,0
IPES2017-42-044,0,1,1
IPES2017-42-045,0,0,0
IPES2017-42-046,0,0,0
IPES2017-42-047,0,0,0
IPES2017-42-048,0,2,2
IPES2017-42-049,0,0,0
IPES2017-42-050,3,0,3
IPES2017-42-051,0,0,0
IPES2017-42-052,0,0,0
IPES2017-42-053,1,2,3
IPES2017-42-054,0,0,0
IPES2017-42-055,0,0,0
IPES2017-42-056,0,1,1
IPES2017-42-057,0,0,0
IPES2017-42-061,0,0,0
IPES2017-42-062,0,0,0
IPES2017-42-063,0,0,0
IPES2017-42-064,0,0,0
IPES2017-42-065,0,0,0
IPES2017-42-066,0,0,0
IPES2017-42-067,0,0,0
IPES2017-42-068,0,0,0
IPES2017-42-069,0,0,0
IPES2017-42-070,0,0,0
IPES2017-42-071,3,11,14
IPES2017-42-072,1,3,4
IPES2017-42-073,2,34,36
IPES2017-42-074,0,0,0
IPES2017-42-075,0,12,12
IPES2017-42-076,0,2,2
IPES2017-42-077,0,2,2
IPES2017-42-078,0,3,3
IPES2017-42-079,0,0,0
IPES2017-42-080,0,2,2
IPES2017-42-081,0,0,0
IPES2017-42-082,0,11,11
IPES2017-42-083,0,0,0
IPES2017-42-084,0,0,0
IPES2017-42-085,0,0,0
IPES2017-42-086,0,0,0
IPES2017-42-087,0,0,0
IPES2017-42-088,0,0,0
IPES2017-42-089,0,0,0
IPES2017-42-090,0,0,0
IPES2017-42-091,0,0,0
IPES2017-42-092,0,0,0
IPES2017-42-093,0,0,0
IPES2017-42-094,1,0,1
IPES2017-42-095,0,1,1
IPES2017-42-096,0,0,0
IPES2017-42-097,0,0,0
IPES2017-42-098,0,0,0
IPES2017-42-099,0,0,0
IPES2017-42-100,0,0,0
IPES2017-42-101,0,0,0
IPES2017-42-102,1,4,5
IPES2017-42-103,0,1,1
IPES2017-42-105,0,3,3
IPES2017-42-106,4,15,19
BCSI-201778-BR01,1,1,2
BCSI-201778-BR02,13,0,13
BCSI-201778-BR03,7,0,7
BCSI-201778-BR04,0,0,0
BCSI-201778-BR05,1,0,1
BCSI-201778-BR06,2,0,2
BCSI-201778-BR07,0,0,0
BCSI-201778-BR08,21,0,21
BCSI-201778-BR09,1,1,2
BCSI-201778-BR10,9,0,9
BCSI-201778-BR11,1,0,1
BCSI-201778-BR12,9,0,9
BCSI-201778-BR14,1,0,1
BCSI-201778-FH01,4,0,4
BCSI-201778-FH02,31,1,32
BCSI-201778-FH03,6,0,6
BCSI-201778-FH04,4,0,4
BCSI-201778-FH05,1,0,1
BCSI-201778-FH06,12,0,12
BCSI-201778-FH07,0,0,0
BCSI-201778-FH08,0,0,0
BCSI-201778-FH09,6,0,6
BCSI-201778-FH10,1,0,1
BCSI-201778-FH11,0,0,0
BCSI-201778-FH12,0,0,0
BCSI-201778-FH13,0,0,0
BCSI-201778-FH14,3,1,4
BCSI-201778-HP01,1,0,1
BCSI-201778-HP02,6,0,6
BCSI-201778-JS01,0,0,0
BCSI-201778-JS02,1,0,1
BCSI-201778-JS03,0,0,0
BCSI-201778-JS04,9,0,9
BCSI-201778-JS05,0,0,0
BCSI-201778-JS06,3,0,3
BCSI-201778-QCSD01,0,0,0
BCSI-201778-QCSD02,0,0,0
BCSI-201778-QCSD03,1,0,1
BCSI-201778-QCSD04,0,0,0
BCSI-201778-QCSD06,0,0,0
BCSI-201778-QCSD07,0,0,0
BCSI-201778-QCSD08,0,0,0
BCSI-201778-QCSD09,0,0,0
BCSI-201778-QCSD10,0,0,0
BCSI-201778-QCSD11,0,0,0
BCSI-201778-QCSD12,0,0,0
BCSI-201778-QCSD13,0,0,0
BCSI-201778-QCSD14,0,0,0
BCSI-201778-QCSD15,0,0,0
BCSI-201778-QCSD16,0,0,0
BCSI-201778-QCSD17,5,1,6
BCSI-201778-QCSD18,0,0,0
BCSI-201778-QCSD19,1,0,1
BCSI-201778-QCSD20,0,0,0
BCSI-201778-QCSD21,3,0,3
BCSI-201778-QCST01,2,0,2
BCSI-201778-QCST02,2,0,2
BCSI-201778-QCST04,0,0,0
BCSI-201778-QCST05,0,0,0
BCSI-201778-QCST06,0,0,0
BCSI-201778-QCST07,0,0,0
BCSI-201778-QCST08,3,0,3
BCSI-201778-QCST09,1,0,1
BCSI-201778-QCST10,1,0,1
BCSI-201778-QCST11,3,0,3
BCSI-201778-RI01,7,0,7
BCSI-201778-RI02,1,0,1
BCSI-201778-RI04,2,0,2
BCSI-201778-RI05,0,0,0
BCSI-201778-RI06,2,0,2
BCSI-201778-SS01,2,0,2
BCSI-201778-SS02,1,0,1
BCSI-201778-SS03,11,2,13
IPES2018-73-028,0,0,0
IPES2018-73-029,0,1,1
IPES2018-73-032,0,0,0
IPES2018-73-033,0,0,0
IPES2018-73-036,0,1,1
IPES2018-73-037,0,0,0
IPES2018-73-040,0,0,0
IPES2018-73-041,0,0,0
IPES2018-73-044,0,0,0
IPES2018-73-045,0,0,0
IPES2018-73-048,0,0,0
IPES2018-73-049,0,0,0
IPES2018-73-001,1,1,2
IPES2018-73-004,1,0,1
IPES2018-73-005,0,1,1
IPES2018-73-008,0,1,1
IPES2018-73-009,0,1,1
IPES2018-73-012,0,5,5
IPES2018-73-013,0,0,0
IPES2018-73-016,7,0,7
IPES2018-73-017,0,0,0
IPES2018-73-020,1,0,1
IPES2018-73-021,0,0,0
IPES2018-73-024,0,0,0
IPES2018-73-025,0,0,0
IPES2018-73-052,0,0,0
IPES2018-73-053,1,0,1
IPES2018-73-055,0,0,0
IPES2018-73-132,0,1,1
IPES2018-73-133,0,0,0
IPES2018-73-136,1,1,2
IPES2018-73-137,0,0,0
IPES2018-73-138,0,0,0
IPES2018-73-139,0,0,0
IPES2018-73-056,1,0,1
IPES2018-73-058,0,8,8
IPES2018-73-059,0,0,0
IPES2018-73-060,0,0,0
IPES2018-73-061,1,0,1
IPES2018-73-064,2,9,11
IPES2018-73-067,0,1,1
IPES2018-73-070,4,12,16
IPES2018-73-071,0,2,2
IPES2018-73-074,0,2,2
IPES2018-73-075,0,0,0
IPES2018-73-078,0,3,3
IPES2018-73-079,1,1,2
IPES2018-73-082,2,7,9
IPES2018-73-083,0,0,0
IPES2018-73-086,0,0,0
IPES2018-73-087,3,0,3
IPES2018-73-090,8,4,12
IPES2018-73-091,0,0,0
IPES2018-73-094,0,2,2
IPES2018-73-095,0,0,0
IPES2018-73-098,0,0,0
IPES2018-73-099,0,1,1
IPES2018-73-102,0,1,1
IPES2018-73-103,0,0,0
IPES2018-73-106,0,0,0
IPES2018-73-109,0,0,0
IPES2018-73-112,0,0,0
IPES2018-73-113,0,0,0
IPES2018-73-115,0,0,0
IPES2018-73-117,0,0,0
IPES2018-73-119,0,0,0
IPES2018-73-122,1,1,2
IPES2018-73-125,0,4,4
IPES2018-73-126,0,30,30
IPES2018-73-127,0,2,2
IPES2018-73-128,0,2,2
IPES2018-73-129,0,0,0
IPES2018-73-142,0,0,0
IPES2018-73-145,2,1,3
IPES2018-73-148,1,0,1
IPES2018-73-149,0,1,1
IPES2018-73-150,0,0,0
IPES2018-73-151,0,0,0
IPES2018-73-154,1,0,1
IPES2018-73-157,0,1,1
IPES2018-73-160,0,0,0
IPES2018-73-161,0,1,1
IPES2018-73-162,0,0,0
IPES2018-73-163,0,0,0
IPES2018-73-166,1,6,7
IPES2018-73-169,0,1,1
IPES2018-73-172,0,0,0
IPES2018-73-173,0,3,3
IPES2018-73-174,0,0,0
IPES2018-73-175,0,0,0
IPES2018-73-178,0,0,0
IPES2018-73-181,0,0,0
IPES2018-73-184,0,5,5
IPES2018-73-185,0,0,0
IPES2018-73-186,0,0,0
IPES2018-73-187,0,0,0
IPES2018-73-190,0,0,0
IPES2018-73-193,0,1,1
IPES2018-73-196,0,13,13
IPES2018-73-197,0,2,2
IPES2018-73-198,0,4,4
BCSI-201893-JS01,4,0,4
BCSI-201893-JS02,1,0,1
BCSI-201893-JS03,0,0,0
BCSI-201893-JS04,1,0,1
BCSI-201893-QCSD01,16,1,17
BCSI-201893-QCSD02,2,0,2
BCSI-201893-QCSD03,0,1,1
BCSI-201893-QCSD04,0,3,3
BCSI-201893-QCSD05,1,1,2
BCSI-201893-QCSD06,2,4,6
BCSI-201893-QCSD07,3,3,6
BCSI-201893-QCSD08,0,0,0
BCSI-201893-QCSD09,8,8,16
BCSI-201893-QCSD10,5,3,8
BCSI-201893-QCSD11,1,0,1
BCSI-201893-QCSD12,1,3,4
BCSI-201893-QCST01,5,30,35
BCSI-201893-QCST02,0,1,1
BCSI-201893-QCST03,0,1,1
BCSI-201893-QCST05,2,2,4
BCSI-201893-QCST06,0,0,0
BCSI-201893-QCST07,1,0,1
BCSI-201893-QCST08,0,0,0
BCSI-201893-QCST09,0,0,0
BCSI-201893-QCST10,0,0,0
BCSI-201893-QCST11,0,0,0
BCSI-201893-QCST12,0,0,0
IPES2019-124-038,0,1,1
IPES2019-124-039,0,0,0
IPES2019-124-042,0,0,0
IPES2019-124-045,0,0,0
IPES2019-124-048,0,0,0
IPES2019-124-049,0,0,0
IPES2019-124-050,1,0,1
IPES2019-124-051,0,0,0
IPES2019-124-052,0,1,1
IPES2019-124-053,0,0,0
IPES2019-124-056,0,0,0
IPES2019-124-001,1,0,1
IPES2019-124-002,1,0,1
IPES2019-124-003,2,0,2
IPES2019-124-006,0,0,0
IPES2019-124-007,1,0,1
IPES2019-124-009,0,1,1
IPES2019-124-010,0,0,0
IPES2019-124-013,3,1,4
IPES2019-124-017,4,3,7
IPES2019-124-018,1,3,4
IPES2019-124-019,0,3,3
IPES2019-124-022,0,0,0
IPES2019-124-023,1,2,3
IPES2019-124-026,0,0,0
IPES2019-124-027,1,1,2
IPES2019-124-028,0,0,0
IPES2019-124-029,0,0,0
IPES2019-124-030,0,1,1
IPES2019-124-033,0,1,1
IPES2019-124-036,0,0,0
IPES2019-124-037,0,0,0
IPES2019-124-059,1,0,1
IPES2019-124-062,0,0,0
IPES2019-124-063,0,0,0
IPES2019-124-064,0,0,0
IPES2019-124-065,0,0,0
IPES2019-124-068,0,1,1
IPES2019-124-069,1,0,1
IPES2019-124-072,0,0,0
IPES2019-124-073,2,0,2
IPES2019-124-074,2,0,2
IPES2019-124-075,2,0,2
IPES2019-124-078,0,1,1
IPES2019-124-081,2,0,2
IPES2019-124-084,0,0,0
IPES2019-124-085,0,0,0
IPES2019-124-086,0,0,0
IPES2019-124-087,5,0,5
IPES2019-124-088,0,3,3
IPES2019-124-091,1,1,2
IPES2019-124-094,0,0,0
IPES2019-124-095,0,0,0
IPES2019-124-096,0,0,0
IPES2019-124-097,1,2,3
IPES2019-124-100,1,6,7
IPES2019-124-103,0,2,2
IPES2019-124-106,0,0,0
IPES2019-124-107,0,1,1
IPES2019-124-108,1,7,8
IPES2019-124-109,8,9,17
IPES2019-124-112,0,1,1
IPES2019-124-113,4,4,8
IPES2019-124-116,0,5,5
IPES2019-124-117,15,0,15
IPES2019-124-118,6,3,9
IPES2019-124-119,0,0,0
IPES2019-124-122,0,0,0
IPES2019-124-125,0,1,1
IPES2019-124-128,0,0,0
IPES2019-124-129,0,0,0
IPES2019-124-130,0,0,0
IPES2019-124-131,5,3,8
IPES2019-124-134,0,17,17
IPES2019-124-137,0,16,16
IPES2019-124-138,1,1,2
IPES2019-124-139,0,0,0
IPES2019-124-142,0,0,0
IPES2019-124-145,0,0,0
IPES2019-124-148,0,0,0
IPES2019-124-149,0,1,1
IPES2019-124-150,0,0,0
IPES2019-124-151,0,2,2
IPES2019-124-154,2,0,2
IPES2019-124-157,2,1,3
IPES2019-124-160,0,0,0
IPES2019-124-161,0,0,0
IPES2019-124-162,0,1,1
IPES2019-124-163,0,0,0
IPES2019-124-166,0,0,0
IPES2019-124-169,1,6,7
