UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL
IPES2019-124-172,0,1,1
IPES2019-124-173,0,0,0
IPES2019-124-174,0,0,0
IPES2019-124-175,0,0,0
IPES2019-124-238,0,0,0
IPES2019-124-239,0,0,0
IPES2019-124-242,0,0,0
IPES2019-124-178,0,0,0
IPES2019-124-183,0,0,0
IPES2019-124-184,0,0,0
IPES2019-124-185,1,1,2
IPES2019-124-188,0,0,0
IPES2019-124-191,0,0,0
IPES2019-124-194,0,1,1
IPES2019-124-195,0,0,0
IPES2019-124-196,0,1,1
IPES2019-124-197,0,0,0
IPES2019-124-200,0,0,0
IPES2019-124-201,0,0,0
IPES2019-124-202,0,0,0
IPES2019-124-203,0,0,0
IPES2019-124-204,0,0,0
IPES2019-124-205,0,0,0
IPES2019-124-208,0,0,0
IPES2019-124-211,2,0,2
IPES2019-124-214,0,4,4
IPES2019-124-215,0,1,1
IPES2019-124-216,0,0,0
IPES2019-124-217,0,0,0
IPES2019-124-220,0,3,3
IPES2019-124-223,8,6,14
IPES2019-124-226,0,0,0
IPES2019-124-227,0,2,2
IPES2019-124-228,0,0,0
IPES2019-124-229,0,1,1
IPES2019-124-232,0,0,0
IPES2019-124-233,0,0,0
IPES2019-124-236,0,0,0
IPES2019-124-237,0,2,2
IPES2019-124-245,0,0,0
IPES2019-124-246,0,0,0
IPES2019-124-247,0,1,1
IPES2019-124-248,0,0,0
IPES2019-124-251,0,0,0
IPES2019-124-252,0,0,0
IPES2019-124-255,0,0,0
IPES2019-124-256,0,1,1
IPES2019-124-257,0,0,0
IPES2019-124-258,0,1,1
IPES2019-124-261,1,1,2
IPES2019-124-264,0,12,12
IPES2019-124-267,0,12,12
IPES2019-124-268,0,0,0
BCSI-2019125-BR01,24,0,24
BCSI-2019125-BR02,1,0,1
BCSI-2019125-BR03,8,0,8
BCSI-2019125-BR04,1,0,1
BCSI-2019125-BR05,0,0,0
BCSI-2019125-JS01,12,0,12
BCSI-2019125-JS02,5,0,5
BCSI-2019125-JS03,1,0,1
BCSI-2019125-JS04,1,0,1
BCSI-2019125-JS05,2,0,2
BCSI-2019125-JS06,1,0,1
BCSI-2019125-JS07,0,0,0
BCSI-2019125-JS08,1,0,1
BCSI-2019125-KI01,0,0,0
BCSI-2019125-KI02,5,0,5
BCSI-2019125-QCSD01,0,0,0
BCSI-2019125-QCSD02,0,1,1
BCSI-2019125-QCSD03,2,0,2
BCSI-2019125-QCSD04,1,0,1
BCSI-2019125-QCSD05,0,0,0
BCSI-2019125-QCST01,1,0,1
BCSI-2019125-QCST02,3,0,3
BCSI-2019125-QCST03,0,0,0
BCSI-2019125-QCST04,2,0,2
BCSI-2019125-QCST05,0,0,0
BCSI-2019125-QCST06,0,0,0
BCSI-2019125-QCST07,0,0,0
BCSI-2019125-QCST08,1,0,1
BCSI-2019125-QCST09,1,0,1
BCSI-2019125-RI01,1,0,1
BCSI-2019125-T01,1,0,1
BCSI-2019125-T02,0,0,0
BCSI-2019125-T03,0,0,0
BCSI-2019125-T04,0,0,0
BCSI-2019125-T05,0,0,0
BCSI-2019125-T06,0,0,0
BCSI-2020017-CS01,0,0,0
BCSI-2020017-CS08,0,0,0
BCSI-2020017-DE01,0,0,0
BCSI-2020017-DE03,0,0,0
BCSI-2020017-DE04,0,0,0
BCSI-2020017-DE07,0,0,0
BCSI-2020017-DE08,0,0,0
BCSI-2020017-DE09,0,0,0
BCSI-2020017-H01,0,0,0
BCSI-2020017-H02,1,0,1
BCSI-2020017-HN01,0,0,0
BCSI-2020017-HN02,0,0,0
BCSI-2020017-HN03,0,0,0
BCSI-2020017-HN04,0,0,0
BCSI-2020017-HS01,0,0,0
BCSI-2020017-HS02,0,0,0
BCSI-2020017-HS03,0,0,0
BCSI-2020017-Mason53,0,0,0
BCSI-2020017-MT08,0,0,0
BCSI-2020017-QCSD01,0,0,0
BCSI-2020017-QCSD02,0,0,0
BCSI-2020017-T01,0,0,0
IPES2021-033-001,0,0,0
IPES2021-033-004,7,1,8
IPES2021-033-005,0,0,0
IPES2021-033-006,0,0,0
IPES2021-033-007,0,0,0
IPES2021-033-010,0,0,0
BCSI2021-034-003,1,0,1
BCSI2021-034-004,2,0,2
BCSI2021-034-007,0,0,0
BCSI2021-034-008,0,0,0
BCSI2021-034-011,0,0,0
BCSI2021-034-012,0,0,0
BCSI2021-034-015,0,0,0
BCSI2021-034-016,0,0,0
BCSI2021-034-017,0,0,0
BCSI2021-034-020,0,0,0
BCSI2021-034-023,1,0,1
BCSI2021-034-024,2,0,2
BCSI2021-034-027,0,0,0
BCSI2021-034-030,18,0,18
BCSI2021-034-031,28,0,28
BCSI2021-034-034,4,0,4
BCSI2021-034-037,0,0,0
BCSI2021-034-040,0,0,0
BCSI2021-034-043,0,0,0
BCSI2021-034-047,11,0,11
BCSI2021-034-048,65,0,65
BCSI2021-034-051,12,0,12
BCSI2021-034-054,41,0,41
BCSI2021-034-055,45,0,45
BCSI2021-034-056,72,1,73
BCSI2021-034-059,71,0,71
BCSI2021-034-062,44,0,44
BCSI2021-034-063,13,0,13
BCSI2021-034-064,2,0,2
BCSI2021-034-067,1,0,1
BCSI2021-034-068,0,0,0
BCSI2021-034-070,5,0,5
BCSI2021-034-071,3,0,3
BCSI2021-034-076,26,0,26
BCSI2021-034-077,28,0,28
BCSI2021-034-080,7,0,7
BCSI2021-034-083,0,0,0
BCSI2021-034-084,0,0,0
BCSI2021-034-087,1,0,1
BCSI2021-034-088,0,0,0
BCSI2021-034-091,9,0,9
BCSI2021-034-094,50,0,50
BCSI2021-034-095,52,0,52
BCSI2021-034-098,2,0,2
BCSI2021-034-099,0,0,0
BCSI2021-034-101,0,0,0
BCSI2021-034-104,0,0,0
BCSI2021-034-107,7,3,10
BCSI2021-034-108,94,29,123
BCSI2021-034-111,6,1,7
BCSI2021-034-112,1,0,1
BCSI2021-034-115,1,0,1
NA,0,0,0
HS0395-001,0,0,0
HS0395-002,0,0,0
HS0395-003,0,0,0
HS0395-004,0,0,0
HS0395-005,0,0,0
HS0395-006,0,0,0
HS0395-007,0,0,0
HS0395-008,0,0,0
HS0395-009,0,0,0
HS0395-010,0,0,0
HS0395-011,0,0,0
HS0395-012,0,0,0
HS0395-013,0,0,0
HS0395-014,0,0,0
HS0395-015,0,0,0
HS0395-016,0,0,0
HS0395-017,0,0,0
HS0395-018,0,0,0
HS0395-019,0,0,0
HS0395-020,0,0,0
HS0395-021,0,0,0
HS0395-022,0,0,0
HS0395-023,0,0,0
HS0395-024,0,0,0
HS0395-025,0,0,0
HS0395-026,0,0,0
HS0395-027,0,0,0
HS0395-028,0,0,0
HS0395-029,0,0,0
HS0395-030,0,0,0
HS0395-031,0,0,0
HS0395-032,0,0,0
HS0395-033,0,0,0
HS0395-034,0,0,0
HS0395-035,0,0,0
HS0395-036,0,0,0
HS0395-037,0,0,0
HS0395-038,0,0,0
HS0395-039,0,0,0
HS0395-040,0,0,0
HS0395-041,0,0,0
HS0395-042,0,0,0
HS0395-043,0,0,0
HS0395-044,0,0,0
HS1096-017,0,0,0
HS1096-018,0,0,0
HS1096-019,0,0,0
HS1096-020,0,0,0
HS1096-001,1,0,1
HS1096-002,0,0,0
HS1096-003,0,0,0
HS1096-004,0,0,0
HS1096-005,1,0,1
HS1096-006,3,1,4
HS1096-007,0,0,0
HS1096-008,0,0,0
HS1096-009,0,0,0
HS1096-010,0,0,0
HS1096-011,0,0,0
HS1096-012,0,0,0
HS1096-013,0,0,0
HS1096-014,0,0,0
HS1096-015,0,0,0
HS1096-016,0,0,0
HS1096-021,0,0,0
HS1096-022,0,0,0
HS1096-023,0,0,0
HS1096-024,0,0,0
HS1096-025,0,0,0
HS1096-026,0,0,0
HS1096-027,0,0,0
HS1096-028,0,0,0
HS1096-029,0,0,0
HS1096-030,0,0,0
HS1096-031,0,0,0
HS1096-032,0,0,0
HS1096-033,0,0,0
HS1096-034,0,0,0
HS1096-036,0,0,0
HS1096-037,0,0,0
HS1096-038,0,0,0
HS1096-039,0,0,0
HS1096-040,0,0,0
HS1096-041,0,0,0
HS1096-042,0,0,0
HS1096-044,0,0,0
HS1096-045,0,0,0
HS1096-046,0,0,0
HS1096-047,0,0,0
HS1096-048,0,0,0
HS1096-049,0,0,0
HS1096-050,0,0,0
HS1096-051,0,0,0
HS1096-052,0,0,0
HS1096-053,0,0,0
HS1096-054,0,0,0
HS1096-055,0,0,0
HS1096-056,0,0,0
HS1096-057,0,0,0
HS1096-058,2,0,2
HS1096-059,0,0,0
HS1096-060,0,0,0
HS1096-061,0,0,0
HS1096-062,1,0,1
HS1096-063,0,0,0
HS1096-064,1,1,2
HS1096-065,0,0,0
HS1096-066,1,0,1
HS1096-072,0,0,0
HS1096-073,0,0,0
HS1096-074,0,0,0
HS1096-075,0,0,0
HS1096-076,0,0,0
HS1096-077,0,0,0
HS1096-084,0,0,0
HS1096-085,0,0,0
HS1096-086,0,0,0
HS1096-087,0,0,0
HS1096-088,0,0,0
HS1096-089,0,0,0
HS9705-054,0,0,0
HS9705-055,0,0,0
HS9705-056,0,0,0
HS9705-057,0,0,0
HS9705-058,0,0,0
HS9705-061,0,0,0
HS9705-062,0,0,0
HS9705-063,0,0,0
HS9705-064,0,0,0
HS9705-065,0,0,0
HS9705-068,0,0,0
HS9705-069,0,0,0
HS9705-002,0,0,0
HS9705-003,0,0,0
HS9705-004,0,0,0
HS9705-005,0,0,0
HS9705-011,0,0,0
HS9705-012,0,0,0
HS9705-013,0,0,0
HS9705-014,0,0,0
HS9705-017,0,0,0
HS9705-018,0,0,0
HS9705-019,0,0,0
HS9705-020,0,0,0
HS9705-021,0,0,0
HS9705-022,0,0,0
HS9705-025,0,0,0
HS9705-027,0,0,0
HS9705-028,0,0,0
HS9705-031,1,0,1
HS9705-032,1,0,1
HS9705-033,0,0,0
HS9705-034,0,0,0
HS9705-036,0,0,0
HS9705-037,0,0,0
HS9705-041,1,0,1
HS9705-042,0,0,0
HS9705-043,0,0,0
HS9705-044,0,0,0
HS9705-045,0,0,0
HS9705-047,0,0,0
HS9705-048,0,0,0
HS9705-049,0,0,0
HS9705-050,0,0,0
HS9705-053,0,0,0
HS9705-074,0,0,0
HS9705-076,0,0,0
HS9705-077,0,0,0
HS9705-078,0,0,0
NA,0,0,0
HS9735-001,0,0,0
HS9735-002,0,0,0
HS9735-003,0,0,0
HS9735-004,0,0,0
HS9735-005,0,0,0
HS9735-006,0,0,0
HS9735-007,0,0,0
HS9735-008,0,0,0
HS9735-009,0,0,0
HS9735-010,0,0,0
HS9735-011,0,0,0
HS9735-012,0,0,0
HS9735-013,0,0,0
HS9735-014,0,0,0
HS9735-015,0,0,0
HS9735-016,0,0,0
HS9735-017,0,0,0
HS9735-018,0,0,0
HS9735-019,0,0,0
HS9735-020,0,0,0
HS9735-021,0,0,0
HS9735-022,0,0,0
HS9735-023,0,0,0
HS9735-024,0,0,0
HS9735-025,0,0,0
HS9735-026,0,0,0
HS9735-027,0,0,0
HS9735-028,0,0,0
HS9735-029,0,0,0
HS9735-030,0,0,0
HS9735-031,0,0,0
HS9735-032,0,0,0
HS9735-033,0,0,0
HS9735-034,0,0,0
HS9735-035,0,0,0
HS9735-036,0,0,0
HS9735-037,0,2,2
HS9735-038,0,0,0
HS9735-039,0,0,0
HS9735-040,0,0,0
HS9735-041,0,0,0
HS9735-042,0,0,0
HS9735-043,0,0,0
HS9735-044,0,0,0
HS9735-045,0,0,0
HS9735-046,0,0,0
HS9735-047,0,0,0
HS9735-048,0,0,0
HS9735-049,1,0,1
HS9735-050,3,0,3
HS9735-051,0,0,0
HS9735-052,0,0,0
HS9735-053,0,0,0
HS9735-054,0,0,0
HS9735-055,0,0,0
HS9735-056,0,0,0
HS9735-057,0,0,0
HS9735-058,0,0,0
HS9735-059,0,0,0
HS9735-060,0,0,0
HS9735-061,0,0,0
HS9735-062,0,0,0
HS9735-063,0,0,0
HS9735-064,0,0,0
HS9735-065,0,0,0
HS9735-066,0,0,0
HS9735-067,0,0,0
HS9735-068,0,0,0
HS9735-069,0,0,0
HS9735-070,0,0,0
HS9816-001,9,0,9
HS9816-002,5,1,6
HS9816-004,4,0,4
HS9816-008,0,1,1
HS9816-010,1,0,1
HS9816-011,0,2,2
HS9816-012,24,5,29
HS9816-013,28,3,31
HS9816-014,4,2,6
HS9816-015,0,1,1
HS9816-016,1,0,1
HS9816-017,1,0,1
HS9816-018,1,0,1
HS9816-019,2,2,4
HS9816-020,0,0,0
HS9816-021,0,1,1
HS9816-022,0,2,2
HS9816-023,0,0,0
HS9816-024,0,0,0
HS9816-025,0,0,0
HS9816-026,0,0,0
HS9816-027,0,0,0
HS9816-028,1,0,1
HS9816-029,0,0,0
HS9816-030,0,0,0
HS9817-B01,0,0,0
HS9817-B02,0,0,0
HS9817-B03,0,0,0
HS9817-B04,0,0,0
HS9817-B05,0,0,0
HS9817-B06,0,0,0
HS9817-B07,0,0,0
HS9817-B08,0,0,0
HS9817-B09,0,0,0
HS9817-D01,0,0,0
HS9817-D02,0,0,0
HS9817-D03,0,0,0
HS9817-D04,0,0,0
HS9817-D05,0,0,0
HS9817-D06,0,0,0
HS9817-D07,0,0,0
HS9817-D08,0,0,0
HS9817-D09,0,0,0
HS9817-D10,0,0,0
HS9817-H01,0,0,0
HS9817-H02,0,0,0
HS9817-H03,0,0,0
HS9817-H04,0,0,0
HS9817-H05,0,0,0
HS9817-H06,0,0,0
HS9817-H07,0,0,0
HS9817-H08,0,0,0
HS9817-J01,4,0,4
HS9817-J02,1,0,1
HS9817-J03,0,1,1
HS9817-M01,0,0,0
HS9817-M02,0,0,0
HS9817-M03,0,0,0
HS9817-M04,0,0,0
HS9817-T01,0,0,0
HS9817-T02,0,0,0
HS9817-T03A,0,0,0
HS9817-T03B,0,0,0
HS9817-T04A,0,2,2
HS9817-T04B,0,0,0
HS9817-T05,0,0,0
HS9817-T06,0,0,0
HS9817-T07,0,0,0
HS9817-T08,0,0,0
HS9817-T09,0,0,0
HS9817-T10,0,0,0
HS9817-T11,0,0,0
HS9817-T12,0,0,0
HS9817-T13,0,0,0
HS9818-B01,0,0,0
HS9818-B02,0,0,0
HS9818-B03,0,0,0
HS9818-CS1,0,0,0
HS9818-CS2,0,0,0
HS9818-D01,0,0,0
HS9818-D02,0,0,0
HS9818-D03,0,0,0
HS9818-D04,0,0,0
HS9818-H01,0,0,0
HS9818-H02,0,0,0
HS9818-H03,0,0,0
HS9818-H04,0,0,0
HS9818-H05,0,0,0
HS9818-H06,0,0,0
HS9818-H07,0,0,0
HS9818-J01,0,0,0
HS9818-T01,1,3,4
HS9818-T02,0,0,0
HS9818-T03,0,0,0
HS9818-T04,0,0,0
HS9818-T05,0,1,1
HS9818-T06,0,0,0
HS9818-T07,0,0,0
HS9818-T08,0,0,0
HS9818-T09,0,0,0
HS9818-T13,0,0,0
HS9818-X01,9,0,9
HS9818-X02,2,0,2
HS9818-X03,0,0,0
HS9819-B01,0,0,0
HS9819-B02,0,0,0
HS9819-B03,0,0,0
HS9819-B04,0,0,0
HS9819-B05,0,0,0
HS9819-B06,0,0,0
HS9819-B07,0,0,0
HS9819-B08,0,0,0
HS9819-B09,0,0,0
HS9819-D01,0,0,0
HS9819-D02,0,0,0
HS9819-D03,0,0,0
HS9819-D04,1,0,1
HS9819-D06,0,0,0
HS9819-D07,0,0,0
HS9819-D08,0,0,0
HS9819-D09,0,0,0
HS9819-D11,0,0,0
HS9819-D13,0,0,0
HS9819-R083,0,0,0
HS9819-R084,0,0,0
HS9819-R085,4,1,5
HS9819-R086,0,0,0
HS9819-R087,0,0,0
HS9819-R088,0,0,0
HS9819-R089,0,0,0
HS9819-T05,0,0,0
HS9819-T06,0,0,0
HS9819-T07,0,0,0
HS9819-T08,0,0,0
HS9819-R090,0,0,0
HS9819-R091,19,0,19
HS9819-R092,5,0,5
HS9819-R093,0,0,0
HS9819-R094,0,0,0
HS9819-R095,0,0,0
HS9819-R096,0,0,0
HS9819-R097,0,0,0
HS9819-R098,40,0,40
HS9819-R099,0,0,0
HS9819-R100,0,0,0
HS9819-R101,0,0,0
HS9819-R102,0,0,0
HS9819-R103,0,0,0
HS9819-R104,0,0,0
HS9819-R105,1,0,1
HS9819-R106,0,0,0
HS9819-R107,2,0,2
HS9819-R108,0,0,0
HS9819-R109,0,0,0
HS9819-R110,0,0,0
HS9819-R111,0,0,0
HS9819-R112,0,0,0
HS9819-R113,0,0,0
HS9819-T01,0,0,0
HS9819-T02,0,0,0
HS9819-T03,0,0,0
HS9819-T04,0,0,0
HS9913-B01,0,0,0
HS9913-B02,1,0,1
HS9913-B03,2,0,2
HS9913-B04,4,1,5
HS9913-B05,0,0,0
HS9913-B06,0,0,0
HS9913-B07,0,0,0
HS9913-B08,0,1,1
HS9913-B09,0,0,0
HS9913-B10,0,0,0
HS9913-BS01,0,1,1
HS9913-C01,11,2,13
HS9913-C02,8,1,9
HS9913-C03,7,0,7
HS9913-C04,5,0,5
HS9913-C05,0,2,2
HS9913-C06,0,0,0
HS9913-D01,1,1,2
HS9913-D02,0,0,0
HS9913-D03,1,1,2
HS9913-D04,0,0,0
HS9913-D05,0,0,0
HS9913-D06,0,0,0
HS9913-D07,0,0,0
HS9913-D08,0,0,0
HS9913-FINLY,1,1,2
HS9913-J01,0,1,1
HS9913-QCS01,0,0,0
HS9913-STIKINE01,0,1,1
HS9913-STIKINE02,0,0,0
HS9913-SUMNER01,0,0,0
HS9913-SUMNER02,0,1,1
HS9913-SUMNER03,2,0,2
HS9913-SUMNER04,1,1,2
HS9913-SUMNER05,0,0,0
HS9913-T01,0,0,0
HS9913-T02,1,0,1
HS9913-T03,0,0,0
HS9913-T04,0,0,0
HS9913-T05,0,0,0
HS9913-T06,0,0,0
HS9913-T07,0,1,1
HS9913-T08,0,0,0
HS9913-T09,1,0,1
HS9913-T10,0,0,0
HS9913-T11,0,0,0
HS9913-VI01,2,1,3
HS9913-VI02,4,2,6
HS9913-VI03,1,0,1
HS9913-VI04,9,0,9
HS9913-VI05,0,0,0
HS9913-WHALE01,8,0,8
HS9913-X01,13,3,16
HS9913-X02,10,7,17
HS9913-X03,23,2,25
HS9913-X04,5,3,8
HS9913-X05,1,0,1
HS9913-X06,0,0,0
HS9913-X07,0,0,0
HS9914-C01,26,0,26
HS9914-C02,34,1,35
HS9914-C03,13,0,13
HS9914-C04,19,0,19
HS9914-C05,2,0,2
HS9914-C06,7,0,7
HS9914-C07,5,0,5
HS9914-C08,0,0,0
HS9914-C09,3,0,3
HS9914-C10,0,0,0
HS9914-C11,0,0,0
HS9914-C12,0,0,0
HS9914-D01,0,0,0
HS9914-D02,0,0,0
HS9914-D03,0,0,0
HS9914-D04,0,0,0
HS9914-D05,0,0,0
HS9914-D06,0,0,0
HS9914-D07,0,0,0
HS9914-D08,0,1,1
HS9914-D09,0,0,0
HS9914-D10,0,0,0
HS9914-D11,0,0,0
HS9914-T01,0,0,0
HS9914-T02,0,1,1
HS9914-T03,0,0,0
HS9914-T04,0,0,0
HS9914-T05,0,0,0
HS9914-T06,3,0,3
HS9914-T07,17,0,17
HS9914-T08,0,0,0
HS9914-T09,0,0,0
HS9914-T0A,0,0,0
HS9914-T0B,0,0,0
HS9914-T10,0,0,0
HS9914-T11,0,0,0
HS9914-X01,0,0,0
HS9914-X02,4,0,4
HS9914-X03,11,1,12
HS9914-X04,5,0,5
HS9914-X05,2,0,2
HS9914-X06,6,0,6
HS9914-X07,9,1,10
HS9938-AB01,4,1,5
HS9938-B01,0,0,0
HS9938-B02,0,1,1
HS9938-B03,0,0,0
HS9938-B04,0,0,0
HS9938-B05,0,0,0
HS9938-B06,0,0,0
HS9938-B07,0,0,0
HS9938-B08,0,0,0
HS9938-B1.5,0,0,0
HS9938-B2.5,1,0,1
HS9938-C01,2,1,3
HS9938-C02,6,5,11
HS9938-C03,1,2,3
HS9938-C04,0,0,0
HS9938-C05,0,0,0
HS9938-C06,0,0,0
HS9938-C07,0,0,0
HS9938-C08,0,0,0
HS9938-DB01,1,0,1
HS9938-FI01,2,0,2
HS9938-FI05,0,0,0
HS9938-FI10,1,0,1
HS9938-FI15,0,0,0
HS9938-FI2.5,0,0,0
HS9938-FI20,1,0,1
HS9938-FI25,0,0,0
HS9938-FI30,0,0,0
HS9938-FI35,0,0,0
HS9938-FI40,0,0,0
HS9938-FI48,0,0,0
HS9938-FI58,0,0,0
HS9938-H01,0,0,0
HS9938-H02,0,0,0
HS9938-H03,0,0,0
HS9938-H04,0,0,0
HS9938-H05,0,0,0
HS9938-H06,0,0,0
HS9938-H07,0,0,0
HS9938-H08,0,0,0
HS9938-HH01,1,0,1
HS9938-HH03,2,0,2
HS9938-HH05,3,0,3
HS9938-HH10,3,5,8
HS9938-HH15,2,9,11
HS9938-HH20,0,0,0
HS9938-HH25,0,0,0
HS9938-HH30,0,0,0
HS9938-HH35,0,0,0
HS9938-K01,1,2,3
HS9938-K02,2,1,3
HS9938-K03,2,0,2
HS9938-K04,1,0,1
HS9938-K05,0,0,0
HS9938-K06,0,0,0
HS9938-K2.5,6,0,6
HS9938-K3.5,2,2,4
HS9938-QC01,0,0,0
HS9938-QC02,0,0,0
HS9938-QC03,0,0,0
HS9938-QC04,0,0,0
HS9938-QC05,0,0,0
HS9938-VI01,93,0,93
HS9938-VI02,2,0,2
HS9938-VI03,30,0,30
HS9938-VI04,33,5,38
HS9938-WA01,8,0,8
HS9938-WA02,3,0,3
HS9938-WA03,5,1,6
HS9938-WA04,9,0,9
HS9938-WA05,14,1,15
HSC1095-01,0,0,0
HSC1095-02,0,1,1
HSC1095-03,0,0,0
HSC1095-04,0,0,0
HSC1095-05,0,0,0
HSC1095-06,0,0,0
HSC1095-07,0,0,0
HSC1095-08,0,0,0
HSC1095-09,0,0,0
HSC1095-10,0,0,0
HSC1095-11,0,0,0
HSC1095-12,0,0,0
HSC1095-13,1,0,1
HSC1095-14,1,0,1
HSC1095-15,0,0,0
HSC1095-16,0,0,0
HSC1095-17,0,0,0
HSC1095-18,0,0,0
HSC1095-19,0,0,0
HSC1095-20,0,0,0
HSC1095-21,3,1,4
HSC1095-22,0,0,0
HSC1095-23,0,0,0
HSC1095-24,0,0,0
HSC1095-25,0,0,0
HSC1095-26,0,0,0
HSC1095-27,0,0,0
HSC1095-28,0,0,0
HSC1095-29,0,0,0
HSC1095-30,0,0,0
HSC1095-31,0,2,2
HSC1095-32,0,1,1
HSC1095-33,0,0,0
HSC1095-34,0,0,0
HSC1095-35,0,0,0
HSC1095-36,0,0,0
HSC1095-37,0,0,0
HSC1095-38,0,0,0
HSC1095-39,0,0,0
HSC1095-40,0,0,0
HSC1095-41,0,0,0
HSC1095-42,0,0,0
HSC1095-43,0,0,0
HSC1095-44,0,0,0
HSC1095-45,0,0,0
HSC1095-46,0,0,0
HSC1095-47,0,0,0
HSC1095-48,0,0,0
HSC1095-49,0,0,0
HSC1095-50,0,0,0
HSC1095-51,0,0,0
HSC1095-52,0,0,0
HSC1095-53,0,0,0
HSC1095-54,0,0,0
HSC1095-55,0,0,0
HSC1095-56,0,0,0
HSC1095-57,0,0,0
HSC1095-58,0,0,0
HSC1095-59,0,0,0
HSC1095-60,0,0,0
HSC1095-61,0,0,0
HSC1095-62,0,0,0
HSC1095-63,0,0,0
HSC1095-64,0,0,0
HSC1095-65,0,0,0
HSC1095-66,0,0,0
HSC1095-67,0,0,0
HSC1095-68,0,0,0
NA,0,0,0
NA,0,0,0
NA,0,0,0
NA,0,0,0
IYS2022-002-009,0,0,0
IYS2022-002-013,0,0,0
IYS2022-002-017,0,0,0
IYS2022-002-021,0,0,0
IYS2022-002-025,0,0,0
IYS2022-002-029,0,0,0
IYS2022-002-033,0,0,0
IYS2022-002-037,0,0,0
IYS2022-002-041,0,0,0
IYS2022-002-045,0,0,0
IYS2022-002-049,0,0,0
IYS2022-002-050,0,0,0
IYS2022-002-054,0,0,0
IYS2022-002-059,0,0,0
IYS2022-002-063,0,0,0
IYS2022-002-069,0,0,0
IYS2022-002-073,0,0,0
IYS2022-002-077,0,0,0
IYS2022-002-081,0,0,0
IYS2022-002-085,0,0,0
IYS2022-002-089,0,0,0
IYS2022-002-093,0,0,0
IYS2022-002-097,0,0,0
IYS2022-002-101,0,0,0
IYS2022-002-106,0,0,0
IYS2022-002-110,0,0,0
IYS2022-002-114,0,0,0
IYS2022-002-118,0,0,0
IYS2022-002-125,0,0,0
IYS2022-002-127,0,0,0
IYS2022-002-134,0,0,0
IYS2022-002-139,0,0,0
IYS2022-002-143,0,0,0
IYS2022-002-148,0,0,0
NA,0,0,0
NA,0,0,0
NA,0,0,0
NA,0,0,0
NA,0,0,0
